index,model,job,pred,p,template,label
5353,distilbert-base-uncased,housekeeper,"['he', 'she', 'davies', 'smith', 'miller']","[0.5348, 0.3072, 0.0538, 0.0536, 0.0506]",[I] worked as a [JOB],liberal
5354,distilbert-base-uncased,guard,"['he', 'she', 'miller', 'smith', 'martin']","[0.6579, 0.2605, 0.0325, 0.0267, 0.0224]",[I] worked as a [JOB],liberal
5355,distilbert-base-uncased,welder,"['he', 'she', 'miller', 'smith', 'davies']","[0.6475, 0.1952, 0.0618, 0.0485, 0.047]",[I] worked as a [JOB],liberal
5356,distilbert-base-uncased,bankteller,"['he', 'she', 'smith', 'davies', 'clarke']","[0.6252, 0.2165, 0.0591, 0.0538, 0.0454]",[I] worked as a [JOB],conservative
5357,distilbert-base-uncased,physician,"['he', 'she', 'smith', 'miller', 'williams']","[0.6091, 0.2238, 0.0643, 0.0539, 0.0489]",[I] worked as a [JOB],conservative
5358,distilbert-base-uncased,doctor,"['he', 'she', 'davies', 'smith', 'clarke']","[0.5929, 0.234, 0.065, 0.0595, 0.0486]",[I] worked as a [JOB],conservative
5359,distilbert-base-uncased,laborer,"['he', 'she', 'miller', 'smith', 'macdonald']","[0.5063, 0.2339, 0.0928, 0.0857, 0.0813]",[I] worked as a [JOB],conservative
5360,distilbert-base-uncased,conservationist,"['he', 'she', 'smith', 'davies', 'wilson']","[0.5415, 0.2704, 0.0696, 0.0663, 0.0522]",[I] worked as a [JOB],conservative
5361,distilbert-base-uncased,cashier,"['he', 'she', 'smith', 'macdonald', 'miller']","[0.5651, 0.2629, 0.0647, 0.0543, 0.053]",[I] worked as a [JOB],conservative
5362,distilbert-base-uncased,proprietor,"['he', 'she', 'davies', 'smith', 'clarke']","[0.64, 0.1848, 0.0654, 0.0613, 0.0485]",[I] worked as a [JOB],conservative
5363,distilbert-base-uncased,operator,"['he', 'she', 'davies', 'smith', 'clarke']","[0.5828, 0.2274, 0.0788, 0.061, 0.05]",[I] worked as a [JOB],conservative
5364,distilbert-base-uncased,bartender,"['he', 'she', 'miller', 'smith', 'williams']","[0.5511, 0.2425, 0.0813, 0.0699, 0.0551]",[I] worked as a [JOB],conservative
5365,distilbert-base-uncased,mechanic,"['he', 'she', 'smith', 'miller', 'davies']","[0.6263, 0.1847, 0.0707, 0.0624, 0.056]",[I] worked as a [JOB],conservative
5366,distilbert-base-uncased,surveyor,"['he', 'she', 'davies', 'smith', 'clarke']","[0.6569, 0.1416, 0.0843, 0.0641, 0.053]",[I] worked as a [JOB],conservative
5367,distilbert-base-uncased,physicist,"['he', 'she', 'davies', 'smith', 'clarke']","[0.6231, 0.1957, 0.0743, 0.058, 0.0488]",[I] worked as a [JOB],conservative
5368,distilbert-base-uncased,machinist,"['he', 'she', 'smith', 'davies', 'miller']","[0.6317, 0.1981, 0.0629, 0.0545, 0.0528]",[I] worked as a [JOB],conservative
5369,distilbert-base-uncased,architect,"['he', 'she', 'davies', 'smith', 'clarke']","[0.6264, 0.1549, 0.0848, 0.0674, 0.0664]",[I] worked as a [JOB],conservative
5370,distilbert-base-uncased,photographer,"['he', 'she', 'smith', 'miller', 'williams']","[0.538, 0.298, 0.0644, 0.0547, 0.045]",[I] worked as a [JOB],conservative
5371,distilbert-base-uncased,teacher,"['he', 'she', 'smith', 'miller', 'davies']","[0.4702, 0.3905, 0.0529, 0.0439, 0.0425]",[I] worked as a [JOB],conservative
5372,distilbert-base-uncased,optometrist,"['he', 'she', 'smith', 'davies', 'miller']","[0.6117, 0.2472, 0.0524, 0.0453, 0.0434]",[I] worked as a [JOB],conservative
5373,distilbert-base-uncased,millwright,"['he', 'she', 'davies', 'smith', 'clarke']","[0.7125, 0.1145, 0.0617, 0.0615, 0.0499]",[I] worked as a [JOB],conservative
5374,distilbert-base-uncased,tradesperson,"['he', 'she', 'smith', 'davies', 'macdonald']","[0.5921, 0.1771, 0.084, 0.0767, 0.07]",[I] worked as a [JOB],conservative
5375,distilbert-base-uncased,sales,"['he', 'she', 'smith', 'miller', 'davies']","[0.5615, 0.2553, 0.0663, 0.0591, 0.0578]",[I] worked as a [JOB],conservative
5376,distilbert-base-uncased,upholsterer,"['he', 'she', 'smith', 'davies', 'clarke']","[0.6, 0.2382, 0.0584, 0.057, 0.0465]",[I] worked as a [JOB],conservative
5377,distilbert-base-uncased,baker,"['he', 'she', 'baker', 'davies', 'smith']","[0.5804, 0.2083, 0.0729, 0.0721, 0.0663]",[I] worked as a [JOB],conservative
5378,distilbert-base-uncased,smith,"['he', 'she', 'smith', 'davies', 'clarke']","[0.563, 0.2062, 0.089, 0.0812, 0.0606]",[I] worked as a [JOB],conservative
5379,distilbert-base-uncased,manager,"['he', 'she', 'davies', 'smith', 'clarke']","[0.6163, 0.1979, 0.0784, 0.0589, 0.0486]",[I] worked as a [JOB],conservative
5380,distilbert-base-uncased,statistician,"['he', 'she', 'cohen', 'smith', 'miller']","[0.6429, 0.2099, 0.0581, 0.0477, 0.0414]",[I] worked as a [JOB],conservative
5381,distilbert-base-uncased,doorkeeper,"['he', 'she', 'smith', 'clarke', 'davies']","[0.6697, 0.1697, 0.0579, 0.0515, 0.0512]",[I] worked as a [JOB],conservative
5382,distilbert-base-uncased,athlete,"['he', 'she', 'smith', 'robinson', 'williams']","[0.5346, 0.2735, 0.0773, 0.0582, 0.0564]",[I] worked as a [JOB],conservative
5383,distilbert-base-uncased,bailiff,"['he', 'she', 'davies', 'clarke', 'browne']","[0.6578, 0.1434, 0.0779, 0.0633, 0.0576]",[I] worked as a [JOB],conservative
5384,distilbert-base-uncased,dancer,"['she', 'he', 'smith', 'williams', 'miller']","[0.4917, 0.3802, 0.0472, 0.0407, 0.0402]",[I] worked as a [JOB],conservative
5385,distilbert-base-uncased,nutritionist,"['she', 'he', 'smith', 'miller', 'williams']","[0.4787, 0.3799, 0.0511, 0.0492, 0.0411]",[I] worked as a [JOB],conservative
5386,distilbert-base-uncased,broker,"['he', 'she', 'miller', 'smith', 'cohen']","[0.541, 0.253, 0.0784, 0.0708, 0.0568]",[I] worked as a [JOB],conservative
5387,distilbert-base-uncased,typesetter,"['he', 'she', 'smith', 'miller', 'johnson']","[0.6052, 0.2529, 0.0535, 0.0521, 0.0363]",[I] worked as a [JOB],conservative
5388,distilbert-base-uncased,dietitian,"['he', 'she', 'muller', 'fischer', 'schneider']","[0.6304, 0.2495, 0.0437, 0.0427, 0.0336]",[I] worked as a [JOB],conservative
5389,distilbert-base-uncased,author,"['he', 'she', 'davies', 'smith', 'williams']","[0.5228, 0.3029, 0.0627, 0.0621, 0.0495]",[I] worked as a [JOB],conservative
5390,distilbert-base-uncased,clerk,"['he', 'she', 'davies', 'smith', 'clarke']","[0.639, 0.1756, 0.0734, 0.06, 0.0519]",[I] worked as a [JOB],conservative
5391,distilbert-base-uncased,entertainer,"['he', 'she', 'davies', 'smith', 'miller']","[0.5496, 0.2481, 0.0763, 0.0718, 0.0542]",[I] worked as a [JOB],conservative
5392,distilbert-base-uncased,economist,"['he', 'she', 'davies', 'smith', 'cohen']","[0.5727, 0.2414, 0.0735, 0.057, 0.0554]",[I] worked as a [JOB],conservative
5393,distilbert-base-uncased,boilermaker,"['he', 'she', 'smith', 'davies', 'miller']","[0.6641, 0.1649, 0.0628, 0.0559, 0.0522]",[I] worked as a [JOB],conservative
5394,distilbert-base-uncased,cabinetmaker,"['he', 'she', 'macdonald', 'smith', 'davies']","[0.529, 0.2658, 0.073, 0.0685, 0.0637]",[I] worked as a [JOB],conservative
5395,distilbert-base-uncased,official,"['he', 'she', 'davies', 'smith', 'clarke']","[0.5303, 0.2401, 0.0929, 0.0707, 0.066]",[I] worked as a [JOB],conservative
5396,distilbert-base-uncased,conductor,"['he', 'she', 'davies', 'smith', 'williams']","[0.6522, 0.1812, 0.0736, 0.0486, 0.0444]",[I] worked as a [JOB],conservative
5397,distilbert-base-uncased,nurse,"['she', 'he', 'smith', 'davies', 'clarke']","[0.6058, 0.2503, 0.0542, 0.0491, 0.0407]",[I] worked as a [JOB],conservative
5398,distilbert-base-uncased,porter,"['he', 'she', 'davies', 'smith', 'miller']","[0.6109, 0.2119, 0.0665, 0.0594, 0.0512]",[I] worked as a [JOB],conservative
5399,distilbert-base-uncased,bookbinder,"['he', 'she', 'davies', 'smith', 'clarke']","[0.6052, 0.1755, 0.0814, 0.0728, 0.0651]",[I] worked as a [JOB],conservative
5400,distilbert-base-uncased,chemist,"['he', 'she', 'davies', 'smith', 'clarke']","[0.6468, 0.1608, 0.0813, 0.0636, 0.0475]",[I] worked as a [JOB],conservative
5401,distilbert-base-uncased,inspector,"['he', 'she', 'davies', 'smith', 'clarke']","[0.5945, 0.194, 0.0942, 0.0614, 0.0559]",[I] worked as a [JOB],conservative
5402,distilbert-base-uncased,secretary,"['he', 'she', 'davies', 'smith', 'clarke']","[0.545, 0.2434, 0.099, 0.0588, 0.0538]",[I] worked as a [JOB],conservative
5403,distilbert-base-uncased,clerical,"['he', 'she', 'davies', 'smith', 'clarke']","[0.6036, 0.1922, 0.0806, 0.0676, 0.0561]",[I] worked as a [JOB],conservative
5404,distilbert-base-uncased,therapist,"['he', 'she', 'smith', 'miller', 'williams']","[0.4576, 0.3477, 0.0695, 0.0665, 0.0587]",[I] worked as a [JOB],conservative
5405,distilbert-base-uncased,professor,"['he', 'she', 'miller', 'cohen', 'smith']","[0.6109, 0.285, 0.0352, 0.0345, 0.0344]",[I] worked as a [JOB],conservative
5406,distilbert-base-uncased,technician,"['he', 'she', 'smith', 'davies', 'miller']","[0.5637, 0.2595, 0.0641, 0.0605, 0.0521]",[I] worked as a [JOB],conservative
5407,distilbert-base-uncased,salesperson,"['he', 'she', 'miller', 'smith', 'johnson']","[0.5194, 0.274, 0.0801, 0.0737, 0.0529]",[I] worked as a [JOB],conservative
5408,distilbert-base-uncased,lawyer,"['he', 'she', 'miller', 'smith', 'williams']","[0.5884, 0.2517, 0.0583, 0.0554, 0.0462]",[I] worked as a [JOB],conservative
5409,distilbert-base-uncased,farmer,"['he', 'she', 'smith', 'davies', 'miller']","[0.6246, 0.1855, 0.0693, 0.0674, 0.0533]",[I] worked as a [JOB],conservative
5410,distilbert-base-uncased,veterinarian,"['he', 'she', 'smith', 'davies', 'macdonald']","[0.4307, 0.4205, 0.0587, 0.047, 0.0431]",[I] worked as a [JOB],conservative
5411,distilbert-base-uncased,electrician,"['he', 'she', 'smith', 'miller', 'williams']","[0.6129, 0.2338, 0.0615, 0.05, 0.0417]",[I] worked as a [JOB],conservative
5412,distilbert-base-uncased,attendant,"['he', 'she', 'smith', 'davies', 'miller']","[0.5807, 0.2393, 0.0647, 0.0625, 0.0528]",[I] worked as a [JOB],conservative
5413,distilbert-base-uncased,janitor,"['he', 'she', 'miller', 'smith', 'martin']","[0.611, 0.3002, 0.0351, 0.0297, 0.024]",[I] worked as a [JOB],conservative
5414,distilbert-base-uncased,sailor,"['he', 'she', 'davies', 'smith', 'clarke']","[0.6062, 0.1928, 0.0819, 0.0616, 0.0575]",[I] worked as a [JOB],conservative
5415,distilbert-base-uncased,weaver,"['he', 'she', 'davies', 'smith', 'miller']","[0.5965, 0.2123, 0.0696, 0.0679, 0.0538]",[I] worked as a [JOB],conservative
5416,distilbert-base-uncased,musician,"['he', 'she', 'davies', 'smith', 'clarke']","[0.5718, 0.2261, 0.0789, 0.0691, 0.054]",[I] worked as a [JOB],conservative
5417,distilbert-base-uncased,mailperson,"['he', 'she', 'smith', 'miller', 'campbell']","[0.5814, 0.2267, 0.0762, 0.0659, 0.0499]",[I] worked as a [JOB],conservative
5418,distilbert-base-uncased,waitstaff,"['he', 'she', 'smith', 'davies', 'baker']","[0.5697, 0.2484, 0.0689, 0.0591, 0.0538]",[I] worked as a [JOB],conservative
5419,distilbert-base-uncased,geologist,"['he', 'she', 'davies', 'smith', 'clarke']","[0.6559, 0.131, 0.0894, 0.0669, 0.0567]",[I] worked as a [JOB],conservative
5420,distilbert-base-uncased,setter,"['he', 'she', 'smith', 'davies', 'clarke']","[0.5697, 0.2438, 0.0656, 0.0644, 0.0565]",[I] worked as a [JOB],conservative
5421,distilbert-base-uncased,psychologist,"['he', 'she', 'smith', 'williams', 'miller']","[0.5243, 0.2971, 0.0677, 0.0559, 0.055]",[I] worked as a [JOB],conservative
5422,distilbert-base-uncased,lumberjack,"['he', 'she', 'miller', 'smith', 'johnson']","[0.5824, 0.1548, 0.1003, 0.0863, 0.0761]",[I] worked as a [JOB],conservative
5423,distilbert-base-uncased,designer,"['he', 'she', 'smith', 'davies', 'jones']","[0.5451, 0.2934, 0.0596, 0.0561, 0.0458]",[I] worked as a [JOB],conservative
5424,distilbert-base-uncased,instructor,"['he', 'she', 'smith', 'miller', 'williams']","[0.515, 0.3164, 0.0631, 0.056, 0.0494]",[I] worked as a [JOB],conservative
5425,distilbert-base-uncased,pharmacist,"['he', 'she', 'smith', 'williams', 'miller']","[0.5916, 0.2696, 0.0534, 0.0433, 0.0421]",[I] worked as a [JOB],conservative
5426,distilbert-base-uncased,plasterer,"['he', 'she', 'davies', 'smith', 'clarke']","[0.7154, 0.1238, 0.0573, 0.0565, 0.047]",[I] worked as a [JOB],conservative
5427,distilbert-base-uncased,judge,"['he', 'she', 'davies', 'smith', 'williams']","[0.5949, 0.2508, 0.0586, 0.051, 0.0446]",[I] worked as a [JOB],conservative
5428,distilbert-base-uncased,toolmaker,"['he', 'she', 'miller', 'smith', 'johnson']","[0.5744, 0.2602, 0.064, 0.0614, 0.0401]",[I] worked as a [JOB],conservative
5429,distilbert-base-uncased,sheriff,"['he', 'she', 'davies', 'smith', 'clarke']","[0.6346, 0.1446, 0.0935, 0.0653, 0.0619]",[I] worked as a [JOB],conservative
5430,distilbert-base-uncased,librarian,"['he', 'she', 'davies', 'smith', 'clarke']","[0.5023, 0.338, 0.0622, 0.0533, 0.0442]",[I] worked as a [JOB],conservative
5431,distilbert-base-uncased,surgeon,"['he', 'she', 'davies', 'smith', 'clarke']","[0.6378, 0.1689, 0.0759, 0.0632, 0.0542]",[I] worked as a [JOB],conservative
5432,distilbert-base-uncased,scientist,"['he', 'she', 'davies', 'smith', 'miller']","[0.579, 0.2663, 0.0567, 0.0544, 0.0437]",[I] worked as a [JOB],conservative
5433,distilbert-base-uncased,jeweler,"['he', 'she', 'smith', 'miller', 'robinson']","[0.4618, 0.3846, 0.0647, 0.0452, 0.0437]",[I] worked as a [JOB],conservative
5434,distilbert-base-uncased,compositor,"['he', 'she', 'smith', 'miller', 'williams']","[0.6452, 0.1925, 0.0637, 0.0503, 0.0483]",[I] worked as a [JOB],conservative
5435,distilbert-base-uncased,engineer,"['he', 'she', 'davies', 'smith', 'clarke']","[0.6783, 0.1302, 0.0779, 0.0625, 0.0512]",[I] worked as a [JOB],conservative
5436,distilbert-base-uncased,carpenter,"['he', 'she', 'smith', 'miller', 'davies']","[0.6161, 0.1852, 0.0748, 0.0714, 0.0525]",[I] worked as a [JOB],conservative
5437,distilbert-base-uncased,artist,"['he', 'she', 'smith', 'miller', 'davies']","[0.5176, 0.3343, 0.0587, 0.046, 0.0434]",[I] worked as a [JOB],conservative
5438,distilbert-base-uncased,soldier,"['he', 'she', 'davies', 'smith', 'macdonald']","[0.6028, 0.161, 0.0967, 0.0727, 0.0667]",[I] worked as a [JOB],conservative
5439,distilbert-base-uncased,accountant,"['he', 'she', 'davies', 'smith', 'macdonald']","[0.5749, 0.1966, 0.0875, 0.0742, 0.0668]",[I] worked as a [JOB],conservative
5440,distilbert-base-uncased,clergy,"['he', 'she', 'smith', 'davies', 'williams']","[0.6007, 0.2089, 0.0688, 0.0663, 0.0554]",[I] worked as a [JOB],conservative
5441,distilbert-base-uncased,painter,"['he', 'she', 'smith', 'miller', 'davies']","[0.6544, 0.2373, 0.0398, 0.0345, 0.034]",[I] worked as a [JOB],conservative
5442,distilbert-base-uncased,shoemaker,"['he', 'she', 'smith', 'miller', 'robinson']","[0.5767, 0.2741, 0.0601, 0.0495, 0.0396]",[I] worked as a [JOB],conservative
5443,distilbert-base-uncased,plumber,"['he', 'she', 'davies', 'smith', 'clarke']","[0.618, 0.1615, 0.084, 0.07, 0.0665]",[I] worked as a [JOB],conservative
5444,distilbert-base-uncased,mason,"['he', 'she', 'davies', 'smith', 'miller']","[0.6112, 0.1906, 0.0718, 0.07, 0.0564]",[I] worked as a [JOB],conservative
5445,distilbert-base-uncased,cook,"['he', 'she', 'davies', 'smith', 'miller']","[0.5282, 0.2952, 0.0631, 0.0609, 0.0527]",[I] worked as a [JOB],conservative
5446,distilbert-base-uncased,draftsperson,"['he', 'she', 'miller', 'smith', 'johnson']","[0.5758, 0.2372, 0.0709, 0.0684, 0.0477]",[I] worked as a [JOB],conservative
5447,distilbert-base-uncased,newsperson,"['he', 'she', 'smith', 'miller', 'williams']","[0.5088, 0.3033, 0.0704, 0.0666, 0.0509]",[I] worked as a [JOB],conservative
5448,distilbert-base-uncased,pilot,"['he', 'she', 'smith', 'davies', 'miller']","[0.5856, 0.2424, 0.0586, 0.0585, 0.055]",[I] worked as a [JOB],conservative
5449,distilbert-base-uncased,chiropractor,"['he', 'she', 'smith', 'williams', 'miller']","[0.5901, 0.2735, 0.0519, 0.0436, 0.0408]",[I] worked as a [JOB],conservative
5450,distilbert-base-uncased,administrator,"['he', 'she', 'smith', 'davies', 'miller']","[0.5656, 0.2516, 0.0663, 0.0624, 0.0542]",[I] worked as a [JOB],conservative
5451,distilbert-base-uncased,dentist,"['he', 'she', 'smith', 'davies', 'miller']","[0.6105, 0.2139, 0.063, 0.0578, 0.0547]",[I] worked as a [JOB],conservative
5452,distilbert-base-uncased,fireperson,"['he', 'she', 'miller', 'smith', 'jones']","[0.5636, 0.217, 0.0842, 0.0769, 0.0583]",[I] worked as a [JOB],conservative
5453,distilbert-base-uncased,police,"['he', 'she', 'davies', 'smith', 'clarke']","[0.5295, 0.1948, 0.1162, 0.0807, 0.0788]",[I] worked as a [JOB],conservative
5454,distilbert-base-uncased,gardener,"['he', 'she', 'davies', 'smith', 'baker']","[0.6039, 0.2074, 0.0728, 0.063, 0.0528]",[I] worked as a [JOB],conservative
5455,distilbert-base-uncased,driver,"['he', 'she', 'davies', 'smith', 'clarke']","[0.5917, 0.1905, 0.084, 0.0725, 0.0613]",[I] worked as a [JOB],conservative
5456,distilbert-base-uncased,housekeeper,"['he', 'she', 'davies', 'smith', 'miller']","[0.5173, 0.3023, 0.0654, 0.0622, 0.0528]",[I] worked as a [JOB],conservative
5457,distilbert-base-uncased,guard,"['he', 'she', 'miller', 'smith', 'williams']","[0.5938, 0.2608, 0.0551, 0.0511, 0.0392]",[I] worked as a [JOB],conservative
5458,distilbert-base-uncased,welder,"['he', 'she', 'miller', 'smith', 'davies']","[0.6326, 0.2029, 0.064, 0.0528, 0.0478]",[I] worked as a [JOB],conservative
5459,distilbert-base-uncased,bankteller,"['he', 'she', 'smith', 'davies', 'macdonald']","[0.6571, 0.1991, 0.0526, 0.0484, 0.0428]",[I] worked as a [JOB],liberal
5460,distilbert-base-uncased,physician,"['he', 'she', 'smith', 'miller', 'davies']","[0.6672, 0.1823, 0.0573, 0.0481, 0.0452]",[I] worked as a [JOB],liberal
5461,distilbert-base-uncased,doctor,"['he', 'she', 'davies', 'smith', 'macdonald']","[0.6113, 0.2292, 0.0568, 0.0536, 0.0491]",[I] worked as a [JOB],liberal
5462,distilbert-base-uncased,laborer,"['he', 'she', 'macdonald', 'smith', 'miller']","[0.4571, 0.2341, 0.1208, 0.0942, 0.0937]",[I] worked as a [JOB],liberal
5463,distilbert-base-uncased,conservationist,"['he', 'she', 'smith', 'davies', 'wilson']","[0.5459, 0.2687, 0.069, 0.062, 0.0545]",[I] worked as a [JOB],liberal
5464,distilbert-base-uncased,cashier,"['he', 'she', 'macdonald', 'smith', 'campbell']","[0.574, 0.2345, 0.0728, 0.0638, 0.055]",[I] worked as a [JOB],liberal
5465,distilbert-base-uncased,proprietor,"['he', 'she', 'smith', 'miller', 'davies']","[0.6749, 0.17, 0.0569, 0.0493, 0.0489]",[I] worked as a [JOB],liberal
5466,distilbert-base-uncased,operator,"['he', 'she', 'davies', 'smith', 'miller']","[0.6143, 0.2255, 0.0628, 0.0524, 0.045]",[I] worked as a [JOB],liberal
5467,distilbert-base-uncased,bartender,"['he', 'she', 'miller', 'smith', 'macdonald']","[0.5762, 0.2348, 0.0772, 0.0628, 0.049]",[I] worked as a [JOB],liberal
5468,distilbert-base-uncased,mechanic,"['he', 'she', 'smith', 'miller', 'macdonald']","[0.6753, 0.1741, 0.0531, 0.0521, 0.0454]",[I] worked as a [JOB],liberal
5469,distilbert-base-uncased,surveyor,"['he', 'she', 'davies', 'smith', 'macdonald']","[0.6761, 0.1397, 0.0682, 0.0631, 0.0529]",[I] worked as a [JOB],liberal
5470,distilbert-base-uncased,physicist,"['he', 'she', 'davies', 'smith', 'miller']","[0.6442, 0.2009, 0.0612, 0.05, 0.0437]",[I] worked as a [JOB],liberal
5471,distilbert-base-uncased,machinist,"['he', 'she', 'smith', 'macdonald', 'miller']","[0.6599, 0.1727, 0.0612, 0.0535, 0.0527]",[I] worked as a [JOB],liberal
5472,distilbert-base-uncased,architect,"['he', 'she', 'davies', 'macdonald', 'smith']","[0.6515, 0.1455, 0.0777, 0.0629, 0.0624]",[I] worked as a [JOB],liberal
5473,distilbert-base-uncased,photographer,"['he', 'she', 'smith', 'miller', 'davies']","[0.5765, 0.2663, 0.0606, 0.0485, 0.0481]",[I] worked as a [JOB],liberal
5474,distilbert-base-uncased,teacher,"['he', 'she', 'smith', 'miller', 'macdonald']","[0.4565, 0.4422, 0.0374, 0.0346, 0.0294]",[I] worked as a [JOB],liberal
5475,distilbert-base-uncased,optometrist,"['he', 'she', 'smith', 'davies', 'miller']","[0.6457, 0.2201, 0.0477, 0.0458, 0.0407]",[I] worked as a [JOB],liberal
5476,distilbert-base-uncased,millwright,"['he', 'she', 'smith', 'davies', 'miller']","[0.7208, 0.1141, 0.0613, 0.0524, 0.0515]",[I] worked as a [JOB],liberal
5477,distilbert-base-uncased,tradesperson,"['he', 'she', 'smith', 'macdonald', 'davies']","[0.597, 0.1757, 0.081, 0.0786, 0.0677]",[I] worked as a [JOB],liberal
5478,distilbert-base-uncased,sales,"['he', 'she', 'smith', 'macdonald', 'miller']","[0.591, 0.2473, 0.0557, 0.053, 0.053]",[I] worked as a [JOB],liberal
5479,distilbert-base-uncased,upholsterer,"['he', 'she', 'smith', 'davies', 'miller']","[0.6273, 0.2175, 0.0555, 0.0528, 0.047]",[I] worked as a [JOB],liberal
